line	original_marker	reconciled_disposition	title
651	✓	Completed	**EFF-15 · PKG · `mackesd.service` won't start without the encrypted credential** (`LoadCredentialEncrypted=…/backup-passphrase.cred`, never created) — fresh install = dead unit. Make the credential optional (Condition/wrapper) + create `/etc/mackesd` (0700) in a scriptlet.
652	✓	Completed	**EFF-16 · PKG · No supply-chain gating.** — DONE (2026-06-12): `deny.toml` (advisories deny-level w/ unmaintained=workspace-only; license allow-list scoped to what the tree ships, per-crate exceptions for rsip's X11-swapped text, clarifies for the license-field-less pop-os git crates; bans deny openssl/native-tls per §3, multiple-versions warn pending EFF-34; sources locked to crates.io + the pinned pop-os tree). Validated GREEN locally (cargo-deny 0.19.8: advisories/bans/licenses/sources all ok) so the new `supply-chain` CI job is a HARD gate; it also emits a CycloneDX SBOM artifact (cargo-cyclonedx). Bonus hardening en route: migrated mackes-nebula-https-tunnel off unmaintained `rustls-pemfile` (RUSTSEC-2025-0134) onto rustls-pki-types' PemObject; added the missing `license` field to 5 workspace crates; RUSTSEC-2023-0071 (rsa Marvin) ignored with written justification (keygen-only usage, no remote timing oracle — ring does wire sign/verify).
653	✓	Completed	**EFF-17 · PKG · `magic-mesh-release` repo RPM referenced but never defined** (`packaging/repo/magic-mesh.repo:11`) — so `dnf install <url>` leaves no repo for upgrades + the `gpgkey=` URL has no key. Define the release sub-package shipping the `.repo` + committed `RPM-GPG-KEY-magic-mesh`. — DONE (2026-06-12): generated the project signing key (Ed25519, 2y expiry; private key in the operator's `~/.gnupg`, revocation cert in `openpgp-revocs.d`); committed the public key at `packaging/repo/RPM-GPG-KEY-magic-mesh`. One-RPM design (no sub-package): the main RPM now ships the `.repo` → `/etc/yum.repos.d/` + the key → `/etc/pki/rpm-gpg/`, so a one-shot install leaves a working gpgcheck'd upgrade channel. Signing the RPM itself stays operator-gated at /release; the gh-pages publish of the key matches the gpgkey URL when stood up.
654	✓	Completed	**EFF-18 · QA · `set_var` env-race forces serial mackesd CI.** — RESOLVED (2026-06-12, operator decision: option 3 — keep the serial flag). The `--test-threads=1` run is CORRECT and green; mackesd's ~61 `set_var`/`remove_var` test sites mutate process-global env, which races the parallel harness. This was a CI-SPEED optimization only, and both alternatives carry flakiness risk (inject-config = large production ripple; `serial_test` = must annotate every env *reader*, not just writers). Operator chose to accept the safe serial suite rather than trade correctness for speed. WON'T-DO unless mackesd test latency becomes a real CI pain point, at which point option 1 (inject config) is the path. The CI job comments already document the serial requirement + this rationale.
655	✓	Completed	**EFF-19 · CLI · `magic-fleet` is a hand-rolled CLI** — DONE (2026-06-12): full clap derive port (real `--help`/`-V`, typed flags, unknown-flag errors with usage; `--root=`/`--hostname=` syntax the fleet_reconcile worker shells stays accepted). `--json` added to apply/heal/converge/elect/reconcile emitting one stable outcome object ({verb, drift, ok, changed, failures, unreachable, converged}; error form {verb, error, converged:false}); exit codes unchanged. Smoked: help, bad-flag rejection, apply --json round-trip; 49 tests green.
659	✓	Completed	**EFF-20 · REL · ~8 daemon workers shell out blocking, no timeout** (firewall_preset/mesh_dns/mesh_firewall/cups_sync/netassess/peer_cap/netdata_aggregator/ssh_pubkey_gossip) — a hung child pins a runtime thread. Route through the existing `subprocess_tick` timeout helper. — DONE: new `workers/proc.rs` with `output_with_timeout`/`status_with_timeout` (blocking, dependency-free poll+kill) for the sync `tick_once` helpers and `status_with_timeout_async` (tokio) for the already-async workers, all killing the child at a 15s deadline. Routed every shell-out in all 8 workers (firewall_preset ×5, cups_sync central run_lpadmin/run_capture + systemctl/lpoptions/hostname, netassess run_stdout/binary_present/ping, mesh_firewall, mesh_dns, netdata_aggregator systemctl, peer_cap + ssh_pubkey_gossip async). A hung child is now bounded to the timeout instead of pinning forever. Helper has 5 tests (kills a `sleep 60` promptly, captures fast output, surfaces spawn failure, async variant). Minor follow-up hygiene: the sync `tick_once`es still run on the runtime thread (now bounded, not infinite) — wrapping them in `spawn_blocking` would also keep a slow-but-not-hung child off the scheduler.
660	✓	Completed	**EFF-21 · SEC · Secrets via env-var + argv.** — DONE (2026-06-12): (1) **daemon env scrub** — run_serve captures `MDE_BACKUP_PASSPHRASE` once at boot, hands it to the backup worker via `with_passphrase`, and `remove_var`s it immediately, so the dozens of worker subprocesses (nebula-cert, df, firewall-cmd…) never inherit the secret; the exporter's backup-posture gauge rides a boot-time flag OR the systemd-creds file instead of a per-tick env read. The creds path (ENT-11, never env-borne) is untouched and stays preferred. (2) **stdin intake** — `ca export`/`ca import` gained `--passphrase-stdin` (import requires `--input` since its default bundle source is stdin); `enroll` gained `--passcode-stdin`/`--token-stdin` with full clap conflict rules; shared `read_secret_line` helper, empty-secret rejected. Argv/env forms remain as documented fallbacks with prefer-stdin help text. Smoked: stdin passcode read+validation, help text, conflict rejection. 1448 serial green.
661	✓	Completed	**EFF-22 · SEC · Netdata `:19999` web UI not confined to the overlay** (aggregator rewrites only `[stream]`). Set `[web] bind to = <overlay-ip>`/127.0.0.1 and/or land the firewalld rule (the open NET-plane item). — DONE: generalized the conf rewriter to `rewrite_named_section` and added `build_web_block` — the aggregator now also writes a `[web] bind to = 127.0.0.1 <overlay-ip>` block each tick (loopback-only pre-enrolment), so the dashboard never binds the default `0.0.0.0`/underlay. Also fixed a latent non-idempotency in the rewriter (it grew a blank line per pass → would have churned a netdata reload every tick); the trailing blank run is now collapsed so an unchanged conf is a true no-op. Tests: web block confines to overlay+loopback / loopback-only, a stock `0.0.0.0` bind is rewritten away, and re-running is idempotent.
662	✓	Completed	**EFF-23 · SEC · No body-size cap on Bus responders** — `from_str` on unbounded bodies; cap inbound length + `sources`/row counts before parse. — DONE: shared `ipc::MAX_RPC_BODY_BYTES` (64 KiB) + `body_within_cap()` + `body_too_large_reply()`. Applied at every body-parsing responder loop (files generic `poll_once`, fleet, settings, jobs, directory lifecycle-result/lifecycle/wake) — an over-cap body is refused with an `{"error":…}` envelope + warn, never reaching `from_str`. send-to also caps `sources` at 1024 rows. Tests: over-cap body suppressed + within-cap dispatched.
663	✓	Completed	**EFF-24 · OPS · No readiness probe / per-worker liveness.** — DONE (2026-06-12): supervisor maintains a shared `WorkerStatusMap` (alive / restarts / breaker_tripped / last_exit_ok, updated at every lifecycle transition incl. ENT-6 trips); `HealthReport` gains serde-defaulted `workers_alive/workers_total/breaker_tripped/ready`; the Bus healthz (daemon in-process) folds live worker status into `ready` = audit-intact AND all-alive AND no-trip, while the CLI's store-only view reports the store half. Tests: lifecycle/restart tracking, alive-while-running, readiness fold (dead worker or trip ⇒ not ready). Honest remainder: 'leader known' stays out of `ready` until the EFF-8 leader-lease plumbing lands.
664	✓	Completed	**EFF-25 · OPS · Wire or remove the dead alert layer.** `events.rs`/`AlertHook`/`dispatch_alerts` have no live callers; only `Reconcile` of 5 `EventKind`s is emitted. Wire it + emit the missing kinds, or delete + document Netdata+firewall_monitor as the only sources. — DONE (wired, 2026-06-12): `MackesdConfig` gained `[[alert_hooks]]` (kind + command, fail-open TOML; typo'd kind drops the hook with a warn — never widened to fire-on-everything; empty command skipped) + `alert_hooks()` resolving to `events::AlertHook`. `apply_repair_rows` now returns its emitted `Event`s and the reconcile tick fires `dispatch_alerts` post-commit (a rolled-back event can never alert). Tests: TOML→hook resolution incl. drop/skip cases. Remainder (honest): only `Reconcile` events are emitted today; emitting `ConfigChange`/`Auth`/`Lifecycle`/`AdminAction` at their natural sites flows through the same dispatch automatically.
665	✓	Completed	**EFF-26 · OPS · Headless alert path + disk/breaker/backup alerts.** — DONE (2026-06-12): (1) alert_relay now journals EVERY alert at its severity level (`target: mackesd::alert`, error/warn/info) unconditionally and FIRST — on a headless Lighthouse/Server the journal is the alert surface; Bus-FDO/notify-send toasts are additive. (2) The metrics exporter gained the continuous checks, each a gauge + a `mackesd::alert`-target journal alert: worker liveness/breaker (`mackesd_workers_alive/total`, `mackesd_breaker_tripped`; trip = repeated crit ERROR), disk headroom per monitored fs via bounded `df` (`mackesd_disk_available_bytes{path}`; warn <10% free; QNM root + store fs wired), and backup posture (`mackesd_backup_passphrase_set`, `mackesd_backup_age_seconds`; warns on passphrase-unset, >48h staleness, and enabled-but-no-bundle). Operators alert off either the journal (`journalctl -t … mackesd::alert`) or the Prometheus series.
666	✓	Completed	**EFF-27 · OPS · No day-2 admin guide.** — DONE (2026-06-12): root `ADMIN.md` walks the full lifecycle (install/first-boot → mesh-init + enroll → backup provision incl. the unset-passphrase alert behavior → observability table (healthz/doctor/journal-alerts/metrics/hooks) → dnf + fleet upgrade → fleet rollback + node exceptions → state-restore/ca-import DR → cert lifecycle (days-remaining cliff, rotate, decommission, passcode) → troubleshoot), cross-linking every docs/help runbook. All cited commands verified against the live CLI. Ships in the RPM at /usr/share/magic-mesh/.
667	✓	Completed	**EFF-28 · OPS · DR path untested + manual.** — DONE (2026-06-12): (1) `mackesd state-restore --verify` — dry-run that dearmors + unseals + reports the bundle (mesh id, exported_at, CA/peer counts, meshfs presence) and stops before ANY mutation; exit 0 = restorable with this passphrase. (2) `tests/dr_drill.rs` walks the mesh-recovery runbook against the real library surfaces: surviving sealed+armored bundle → fresh empty store (the rebuilt box) → wrong-passphrase rejected → restore lands every CA/peer row (values asserted) → post-restore a new single-use enroll bearer mints (43-char base64url contract verified) → export-after-restore re-seals + round-trips (the backup chain re-establishes). Plus a tampered-ciphertext rejection test. Both green.
668	✓	Completed	**EFF-29 · PKG · Daemon runs as root, no service identity.** — DONE (2026-06-12, decided + documented + hardened): root is INTENTIONAL — mackesd is the node's system-management plane (writes /etc/nebula + /etc/hosts + voice configs, drives firewalld/systemctl/CUPS/sshd/dnf); DynamicUser or a %pre user breaks every one of those paths or re-grants them via a sudo/polkit matrix wider than root. The decision now lives in the unit itself, alongside the containment: `CapabilityBoundingSet=~` drops the never-needed cap classes (module/rawio/boot/time, audit, MAC, suspend/lease/immutable, pacct/tty/ipclock) + ProtectKernelModules/ProtectClock/SystemCallArchitectures=native on top of the EFF-12 set. `systemd-analyze verify` clean (also dropped the removed CPUAccounting option).
669	✓	Completed	**EFF-30 · PKG · RPM GPG signing + ISO checksum/signature undefined.** — DONE (2026-06-12): `install-helpers/sign-release.sh` (operator-gated, invoked from /release, never CI) — rpmsign-embeds the project signature into any .rpm argument, then writes `SHA256SUMS` + a detached armored `SHA256SUMS.asc` covering every artifact (the ISO path). Fails early without the secret key. **Smoked end-to-end with the real project key:** checksum validates, `gpg --verify` returns Good signature. Release skill updated to invoke it.
